data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND131028AAB,Sonipat_Kundli_H (Haryana),IND244001AAA,Moradabad_DC (Uttar Pradesh),10:38.3,44:26.7,693,TRUE,110,30-09-2018 11:53,110.2114558,200,117,134.5134,1.709401709,80,86,91.3323,0.930232558
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND131028AAB,Sonipat_Kundli_H (Haryana),IND244001AAA,Moradabad_DC (Uttar Pradesh),10:38.3,44:26.7,693,TRUE,132,30-09-2018 10:55,133.2901118,259,133,166.2169,1.947368421,58,34,42.4711,1.705882353
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND131028AAB,Sonipat_Kundli_H (Haryana),IND244001AAA,Moradabad_DC (Uttar Pradesh),10:38.3,44:26.7,693,TRUE,154,30-09-2018 10:26,154.7937993,288,148,189.9009,1.945945946,28,15,23.6841,1.866666667
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND131028AAB,Sonipat_Kundli_H (Haryana),IND244001AAA,Moradabad_DC (Uttar Pradesh),10:38.3,44:26.7,693,FALSE,157,30-09-2018 05:41,157.4143818,573,159,201.1233,3.603773585,285,10,11.2224,28.5
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND244001AAA,Moradabad_DC (Uttar Pradesh),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),44:26.7,22:34.4,218,TRUE,22,30-09-2018 18:44,23.75347253,36,25,25.4749,1.44,36,25,25.4749,1.44
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND244001AAA,Moradabad_DC (Uttar Pradesh),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),44:26.7,22:34.4,218,TRUE,44,30-09-2018 17:26,44.81750178,114,56,59.6859,2.035714286,77,32,34.3952,2.40625
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND244001AAA,Moradabad_DC (Uttar Pradesh),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),44:26.7,22:34.4,218,TRUE,66,30-09-2018 16:29,66.13628996,171,88,91.6385,1.943181818,57,31,31.9526,1.838709677
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND244001AAA,Moradabad_DC (Uttar Pradesh),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),44:26.7,22:34.4,218,FALSE,67,30-09-2018 16:20,67.44535215,180,88,91.9613,2.045454545,9,5,4.9883,1.8
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,22,01-10-2018 05:26,24.11020887,35,22,32.5949,1.590909091,35,22,32.5949,1.590909091
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,44,01-10-2018 04:56,44.28194163,65,142,223.5364,0.457746479,30,120,190.9415,0.25
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,66,01-10-2018 04:05,66.01147586,116,64,81.1626,1.8125,51,30,27.4084,1.7
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,88,01-10-2018 02:41,88.03297083,200,79,107.7769,2.53164557,84,35,43.5853,2.4
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,110,01-10-2018 01:50,110.801551,251,115,152.8687,2.182608696,51,35,45.0918,1.457142857
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,132,01-10-2018 01:20,133.4882283,281,118,157.7235,2.381355932,29,16,23.611,1.8125
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,154,01-10-2018 00:56,154.5460786,305,135,179.4128,2.259259259,24,16,21.6894,1.5
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,176,30-09-2018 23:59,176.0229261,363,167,211.0099,2.173652695,57,32,33.693,1.78125
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,198,30-09-2018 22:38,198.5957809,444,195,240.9506,2.276923077,80,28,29.9407,2.857142857
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,TRUE,220,30-09-2018 21:59,220.4237625,482,223,270.7287,2.161434978,38,27,29.7781,1.407407407
test,10:38.3,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153828063828252978,IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),IND131028AAB,Sonipat_Kundli_H (Haryana),22:34.4,39:28.3,676,FALSE,223,30-09-2018 21:53,223.4505563,488,226,273.0156,2.159292035,6,3,3.079,2
training,59:40.9,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153737998087573667,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),59:40.9,50:34.3,230,TRUE,22,19-09-2018 20:45,23.79151994,64,24,25.0804,2.666666667,64,24,25.0804,2.666666667
training,59:40.9,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153737998087573667,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),59:40.9,50:34.3,230,TRUE,44,19-09-2018 19:52,44.29474001,117,49,51.3,2.387755102,53,39,39.0774,1.358974359
training,59:40.9,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153737998087573667,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND124103AAA,Jhajjar_DC (Haryana),59:40.9,50:34.3,230,FALSE,44,19-09-2018 19:50,44.70748379,120,49,51.6997,2.448979592,2,0,0.3997,-1
training,59:40.9,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153737998087573667,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),06:46.6,41:58.3,155,TRUE,22,20-09-2018 05:51,23.09698419,45,40,40.8867,1.125,45,40,40.8867,1.125
training,59:40.9,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153737998087573667,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),06:46.6,41:58.3,155,TRUE,44,20-09-2018 05:13,44.76712608,83,53,53.2794,1.566037736,37,27,26.3513,1.37037037
training,59:40.9,thanos::sroute:e807a3e4-2298-4b5a-99f4-4e42ae62a173,FTL,trip-153737998087573667,IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),06:46.6,41:58.3,155,TRUE,66,20-09-2018 04:23,66.49066698,133,75,89.5872,1.773333333,50,29,32.9083,1.724137931
